Episode,Loss,Reward,Step
100,0.030130039900541306,0,6
101,0.014256347746898731,0,6
102,0.012655485421419144,0,27
103,0.013406425598077476,0,4
104,0.01187156627062135,1,26
105,0.011135251626271653,0,37
106,0.014601098839193583,0,14
107,0.011057612113654613,0,5
108,0.011719420275074385,1,42
109,0.010721096199833684,0,9
110,0.021702347323298454,0,1
111,0.009853093884885311,0,1
112,0.011935697684142118,0,24
113,0.011095066710064808,0,6
114,0.008307421380387885,0,14
115,0.007079845713451505,0,10
116,0.007046710849473519,0,63
117,0.007405512810995181,0,12
118,0.006502728619635469,0,41
119,0.00782052645544437,0,33
120,0.007592892912881715,0,35
121,0.006169401700026356,1,40
122,0.008849609177559614,0,6
123,0.007147217568038313,0,33
124,0.007306800223886967,0,2
125,0.005577031367768844,0,3
126,0.007603631354868412,0,3
127,0.009282270446419716,0,3
128,0.0062066518638113684,0,11
129,0.0064143134090541435,0,22
130,0.007137346668573825,0,23
131,0.00587503428881367,1,15
132,0.008000687696039677,0,7
133,0.00608468331795718,0,7
134,0.006160671962425113,0,10
135,0.0059645288597999346,0,18
136,0.004341506022576462,0,17
137,0.0035467779962345958,0,2
138,0.004840131266973913,0,4
139,0.0068037766878577795,0,11
140,0.005091731436550617,0,2
141,0.0056793091882189565,0,11
142,0.004690617672167718,0,8
143,0.006031656637787819,0,12
144,0.004718691304636498,0,24
145,0.003982564100685219,0,15
146,0.0031521900008166476,0,7
147,0.004137084250396583,0,40
148,0.003510756556352135,0,32
149,0.0031479177996516228,0,2
150,0.004351345727974106,0,21
151,0.0027229319569993427,0,11
152,0.003931860876036808,1,12
153,0.0032914261480428927,0,46
154,0.003686828236095607,0,10
155,0.003331256780290493,0,27
156,0.0037609952760249143,0,32
157,0.0026162791694514455,1,25
158,0.0025217178044840693,0,12
159,0.0018430185737088323,0,3
160,0.002908013372992476,0,18
161,0.0037161339307203887,0,5
162,0.0033100974154270566,0,12
163,0.002992391569672951,0,7
164,0.0029171914814339417,0,28
165,0.0018962113972520456,0,4
166,0.002661371967406012,0,8
167,0.0011504862923175097,0,1
168,0.003267482427569727,0,3
169,0.0023734953170383554,0,18
170,0.0019774359077148673,0,7
171,0.0014957621460780501,0,2
172,0.0018795486423186958,0,5
173,0.0024296354136562775,0,7
174,0.0025734063237905502,0,3
175,0.0020707863356316616,1,24
176,0.0029290280605588728,0,12
177,0.0018892365042120218,0,1
178,0.0023050145609886386,0,8
179,0.0029362309724092484,0,3
180,0.0010705327847972512,0,5
181,0.0009837370889727026,0,2
182,0.001847394356445875,0,8
183,0.0008283497882075608,0,1
