Episode,Loss,Reward,Step
0,-1.5,-1.5,16
1,-1.5548142857142857,-1.5714285714285714,14
2,-1.1647048005579401,-1.2105263157894737,38
3,-1.0608730370637522,-1.1481481481481481,54
4,-1.4718720889912926,-1.6666666666666667,12
5,-1.172827649339033,-1.3076923076923077,26
6,-0.9654556418399002,-1.1,80
7,-0.9816048614366042,-1.125,64
8,-0.9768095710980292,-1.1666666666666667,48
9,-1.0646784589300757,-1.3636363636363635,22
10,-1.063202839626697,-1.4,20
11,-0.9125941288673857,-1.2105263157894737,38
12,-0.8867228614609738,-1.1904761904761905,42
13,-0.9176906318114355,-1.1379310344827587,58
14,-0.8779414609158307,-1.1481481481481481,54
15,-0.9294576083321295,-1.173913043478261,46
16,-0.8345737459806197,-1.1818181818181819,44
17,-1.0635919683903927,-1.8,10
18,-0.8700499162327072,-1.0888888888888888,90
19,-0.8216183811059121,-1.4444444444444444,18
20,-1.0943452058440462,-2.3333333333333335,6
21,-0.9034885527996774,-1.1538461538461537,52
22,-0.8227753208935628,-1.2105263157894737,38
23,-0.8969910559648527,-1.5714285714285714,14
24,-0.7815696811733271,-1.105263157894737,76
25,-0.8048930067463819,-1.1428571428571428,56
26,-0.8528644036113548,-1.2105263157894737,38
27,-0.7941376427875331,-1.1818181818181819,44
28,-0.8368616203906047,-1.4,20
29,-0.6880428829035965,-1.3076923076923077,26
30,-0.6909469469212068,-1.2352941176470589,34
31,-0.8705319367416172,-1.1818181818181819,44
32,-0.6460023002398724,-1.3333333333333333,24
33,-0.8638917571950255,-1.2857142857142858,28
34,-0.7111525336488282,-1.8,10
35,-0.2665374711579789,-0.7272727272727273,44
36,-0.7004978266639581,-2.3333333333333335,6
37,0.4395175733757395,-0.25,16
38,0.8181761371313198,0.0,12
39,0.7827470576194718,0.0,12
40,0.7482201151209914,0.0,12
41,0.7144303021970814,0.0,12
42,0.6814136392853302,0.0,12
43,0.6492024958201553,0.0,12
44,0.6178254724291784,0.0,12
45,0.5873073458256529,0.0,12
46,0.5576690672998699,0.0,12
47,0.5289278066049762,0.0,12
48,0.5010970338637465,0.0,12
49,0.47418663289419305,0.0,12
50,0.44820304006540246,0.0,12
51,0.42314940345295565,0.0,12
52,0.39902575766817877,0.0,12
53,0.3758292102898873,0.0,12
54,0.35355413633396143,0.0,12
55,0.33219237765772874,0.0,12
56,0.3117334446155073,0.0,12
57,0.2921647176614813,0.0,12
58,0.27347164693900966,0.0,12
59,0.25563794820409774,0.0,12
60,0.23864579370759573,0.0,12
61,0.22247599690813868,0.0,12
62,0.207108190108207,0.0,12
63,0.19252099430113537,0.0,12
64,0.1786921806895443,0.0,12
65,0.16559882348741217,0.0,12
66,0.15321744375074078,0.0,12
67,0.14152414409716388,0.0,12
68,0.1304947342745669,0.0,12
69,0.12010484762427952,0.0,12
70,0.11033004855709583,0.0,12
71,0.10114593122155613,0.0,12
72,0.09252820959475977,0.0,12
73,0.08445279926760679,0.0,12
74,0.07689589122976731,0.0,12
75,0.0698340179857957,0.0,12
76,0.06324411235349392,0.0,12
77,0.057103559309645835,0.0,12
78,0.05139024125731543,0.0,12
79,0.04608257709366614,0.0,12
80,0.041159555458278534,0.0,12
81,0.036600762539783775,0.0,12
82,0.03238640481372704,0.0,12
83,0.028497327077383828,0.0,12
84,0.024915026138134667,0.0,12
85,0.02162166050132497,0.0,12
86,0.018600056391580983,0.0,12
87,0.01583371042860024,0.0,12
88,0.013306789264734978,0.0,12
89,0.011004126477422932,0.0,12
90,0.008911216994914295,0.0,12
91,0.007014209318928035,0.0,12
92,0.00529989579299274,0.0,12
93,0.003755701150420699,0.0,12
94,0.0023696695612173135,0.0,12
95,0.0011304503828259611,0.0,12
96,2.7282805548649775e-05,0.0,12
97,-0.0009500204302102105,0.0,12
98,-0.0018110900809712404,0.0,12
99,-0.002565018060351277,0.0,12
100,-0.003220375573518869,0.0,12
101,-0.003785231598814225,0.0,12
102,-0.004267171600617847,0.0,12
103,-0.0046733163681940415,0.0,12
104,-0.005010340885329224,0.0,12
105,-0.00528449314511673,0.0,12
106,-0.005501612833226033,0.0,12
107,-0.005667149811429605,0.0,12
108,-0.005786182341069789,0.0,12
109,-0.005863434993528381,0.0,12
110,-0.0059032962016447406,0.0,12
111,-0.005909835412416621,0.0,12
112,-0.005886819807233726,0.0,12
113,-0.005837730561366943,0.0,12
114,-0.005765778619453238,0.0,12
115,-0.005673919968351047,0.0,12
116,-0.005564870392950834,0.0,12
117,-0.005441119704379345,0.0,12
118,-0.005304945433536383,0.0,12
119,-0.005158425986056661,0.0,12
120,-0.0050034532576438695,0.0,12
121,-0.004841744711269742,0.0,12
122,-0.004674854920015903,0.0,12
123,-0.004504186581342107,0.0,12
124,-0.004331001010350291,0.0,12
125,-0.004156428121165105,0.0,12
126,-0.003981475906890931,0.0,12
127,-0.003807039429768381,0.0,12
128,-0.0036339093341205414,0.0,12
129,-0.003462779895502139,0.0,12
130,-0.003294256620120256,0.0,12
131,-0.0031288634091297305,0.0,12
132,-0.002967049302809499,0.0,12
